DrawNo,Number1,Number2,Number3,Number4,Number5,Number6,Bonus,1st Prize,2nd Prize,3rd Prize,4th Prize,5th Prize
1033,3,11,15,20,35,44,10,24874394259,1913414943,4145732375,52477625,4145734764
1034,26,31,32,33,38,40,11,25819705881,2868856209,4303284348,65201278,4303286568
1035,9,14,34,35,41,42,2,25849549880,3231193735,4308258345,60679695,4308260736
1036,2,5,22,32,34,45,39,25535908503,2837323167,4255984768,66499762,4255986841
1037,2,14,15,22,27,33,31,25628652375,1708576825,4271442084,54762078,4271442155
1038,7,16,24,27,37,44,2,24411858375,1627457225,4068643117,52839521,4068643624
1039,2,3,6,19,36,39,26,25360314752,1585019672,4226719200,52833990,4226720293
1040,8,16,26,29,31,36,11,25623378375,3660482625,4270563108,67786716,4270564305
1041,6,7,9,11,17,18,45,23377279125,935091165,3896213255,45837803,3896213951
1042,5,14,15,23,34,43,4,24813273380,1240663669,4135545600,41355456,4135547697
1043,3,5,12,22,26,31,19,24966998252,1468646956,4161166416,48385656,4161167064
1044,12,17,20,26,28,36,4,25095529880,3136941235,4182588360,58091505,4182590559
1045,6,14,15,19,21,41,37,25870785759,1990060443,4311797663,64355189,4311798246
1046,7,16,25,29,35,36,28,24136988628,2011415719,4022831487,70575991,4022831516
1047,2,20,33,40,42,44,32,24739180875,2748797875,4123196893,49677071,4123197408
1048,6,12,17,21,32,39,30,27412406636,1612494508,4568734530,44791515,4568735248
1049,3,5,13,20,21,37,17,25917151500,1727810100,4319525288,48533992,4319526288
1050,6,12,31,35,38,43,17,26096415760,1535083280,4349402680,62134324,4349404342
1051,21,26,30,32,33,35,44,30052052640,1669558480,5008675490,71552507,5008677464
1052,5,17,26,27,35,38,1,25758510382,2341682762,4293085104,39750788,4293085720
1053,22,26,29,30,34,45,15,28632571877,4090367411,4772095360,74563990,4772096770
1054,14,19,27,28,30,45,33,28331331381,3147925709,4721888622,71543767,4721890478
1055,4,7,12,14,22,33,31,25990967255,2362815205,4331827912,47085086,4331830795
1056,13,20,24,32,36,45,29,27575274384,1969662456,4595879088,56739248,4595881972
1057,8,13,19,27,40,45,12,27473185138,1616069714,4578864320,6895880,4578866940
1058,11,23,25,30,32,40,42,26754263250,2058020250,4459043880,74317398,4459046032
1059,7,10,22,25,34,40,27,26431190253,2033168481,4405198440,53074680,4405198774
1060,3,10,24,33,38,45,36,25150689396,898238907,4191781632,43664392,4191783078
1061,4,24,27,35,37,45,15,26650456503,2422768773,4441742811,44866089,4441743306
1062,20,31,32,40,41,45,12,26613536628,3801933804,4435589476,65229257,4435590020
1063,3,6,22,23,24,38,30,26392183125,3770311875,4398697215,79976313,4398697710
1064,3,6,9,18,22,35,14,25615194014,1348168106,4269199038,68858049,4269200032
1065,3,18,19,23,32,45,24,25936315132,1852593938,4322719250,58415125,4322721057
1066,6,11,16,19,21,32,45,25064208750,1670947250,4177368184,47470093,4177369884
1067,7,10,19,23,28,33,18,25754482130,1981114010,4292413738,52346509,4292414386
1068,4,7,19,26,33,35,3,25914660766,1363929514,4319110128,49644944,4319111772
1069,1,10,18,22,28,31,44,26085045756,1863217554,4347507697,55031743,4347508662
1070,3,6,14,22,30,41,36,26027637006,1859116929,4337939529,68856183,4337942310
1071,1,2,11,21,30,35,39,25919898750,5183979750,4319983170,52047990,4319983717
1072,16,18,20,23,32,43,27,26100076500,2175006375,4350012783,46774331,4350014488
1073,6,18,28,30,32,38,15,25797503633,2345227603,4299583998,69348129,4299584598
1074,1,6,20,27,28,41,15,25617163884,2134763657,4269527340,54737530,4269529501
1075,1,23,24,35,44,45,10,26067034503,2896337167,4344505760,27153161,4344507750
1076,3,7,9,33,36,37,10,24054207750,2672689750,4009034652,46616682,4009036846
1077,4,8,17,30,40,43,34,24996307126,3570901018,4166051246,42510727,4166052410
1078,6,10,11,14,36,38,43,25699259256,2141604938,4283209931,55626103,4283210880
1079,4,8,18,24,37,45,6,24410964753,2712329417,4068494145,47864637,4068495860
1080,13,16,23,31,36,44,38,25476111003,3639444429,4246018548,51780714,4246020640
1081,1,9,16,23,24,38,17,25782822384,2343892944,4297137104,46708012,4297137376
1082,21,26,27,32,34,42,31,26043427501,3720489643,4340571268,70009214,4340572768
1083,3,7,14,15,22,38,17,25696267875,1713084525,4282711344,59482102,4282712852
1084,8,12,13,29,33,42,5,26081469000,1738764600,4346911594,40625342,4346911569
1085,4,7,17,18,38,44,36,24685381879,1073277473,4114230320,51427879,4114231836
1086,11,16,25,27,35,36,37,25770534753,1515913809,4295089136,64105808,4295089410
1087,13,14,18,21,34,44,16,27716057632,1732253602,4619342999,65061169,4619344072
1088,11,21,22,30,39,44,31,26781676878,2434697898,4463612842,47485243,4463612868
1089,4,18,31,37,42,43,40,26806699503,2978522167,4467783301,56554219,4467785525
1090,12,19,21,29,40,45,1,26251440754,2386494614,4375240144,49718638,4375241457
1091,6,20,23,24,28,30,44,26086234131,2898470459,4347705700,66887780,4347708027
1092,7,18,19,26,33,45,37,25332637504,1583289844,4222106280,50263170,4222109388
1093,10,17,22,30,35,43,44,25571529750,1967040750,4261921625,65568025,4261923600
1094,6,7,15,22,26,40,41,25354253628,2112854469,4225709016,48571368,4225709275
1095,8,14,28,29,34,40,12,26178255750,2617825575,4363042656,76544608,4363042656
1096,1,12,16,19,23,43,34,25393911750,2539391175,4232318640,49791984,4232320408
1097,14,33,34,35,37,40,4,27050051630,3864293090,4508341962,67288686,4508342157
1098,12,16,21,24,41,43,15,25096004635,1930461895,4182667488,61509816,4182669640
1099,3,20,28,38,40,43,4,26639407125,2959934125,4439901220,62533820,4439903800
1100,17,26,29,30,31,43,12,28698481136,2207575472,4783080213,59050373,4783082040
1101,6,7,13,28,36,42,41,27306883500,2100529500,4551147300,60681964,4551147900
1102,13,14,22,26,37,38,20,27671828260,1383591413,4611971385,73205895,4611973158
1103,10,12,29,31,40,44,2,26765133761,1574419633,4460855644,58695469,4460858412
1104,1,7,21,30,35,38,2,27257896500,1817193100,4542982764,59776089,4542984000
1105,6,16,34,37,39,40,11,27522807000,1834853800,4587134523,55266681,4587136974
1106,1,3,4,29,42,45,36,30695091009,2790462819,5115848516,76355948,5115851118
1107,6,14,30,31,40,41,29,28358753262,2025625233,4726458926,57639743,4726461294
1108,7,19,26,37,39,44,27,27411871886,1957990849,4568645376,47590056,4568647839
1109,10,12,13,19,33,40,2,26933998875,1584352875,4488999816,53440474,4489003094
1110,3,7,11,20,22,41,24,26358283504,1647392719,4393047252,37229214,4393050732
1111,3,13,30,33,43,45,4,27434600640,1714662540,4572433530,47138490,4572436960
1112,16,20,26,36,42,44,24,28044556500,2804455650,4674092808,79221912,4674095311
1113,11,13,20,21,32,44,8,27823975508,1987426822,4637329278,81356654,4637329792
1114,10,16,19,32,33,38,3,26924835008,1583813824,4487472528,50994006,4487474653
1115,7,12,23,32,34,36,8,27087339384,2257278282,4514556600,75242610,4514557803
1116,15,16,17,25,30,31,32,26950002380,2695000238,4491667146,39400589,4491669936
1117,3,4,9,30,33,36,7,27255469878,3028385542,4542578388,48325302,4542581431
1118,11,13,14,15,16,45,3,28071457508,1477445132,4678576272,64980226,4678577646
1119,1,9,12,13,20,45,3,26524546516,1396028764,4420757831,45574823,4420760148
1120,2,19,26,31,38,41,34,27743797125,2522163375,4623966256,50812816,4623967048
1121,6,24,31,32,38,44,8,27769645882,2524513262,4628274372,60898347,4628277188
1122,3,6,21,30,34,35,22,28118926506,2556266046,4686487839,47338261,4686488276
1123,13,19,21,24,34,35,26,27700971376,1731310711,4616828601,59958813,4616829380
1124,3,8,17,30,33,34,28,26233279130,2623327913,4372213188,50255324,4372215615
1125,6,14,25,33,40,44,30,26343470256,2195289188,4390578426,56289467,4390579452
1126,4,5,9,11,37,40,7,26250206631,2386382421,4375034482,48077302,4375036098
1127,10,15,24,30,31,37,32,27214703628,2267891969,4535783952,53997428,4535785863
1128,1,5,8,16,28,33,45,26455310280,419925560,4409218429,57262577,4409221219
1129,5,10,11,17,28,34,22,26065244260,2369567660,4344207383,40600069,4344207750
1130,15,19,21,25,27,28,40,27159614628,2263301219,4526602446,65602934,4526604200
1131,1,2,6,14,27,38,33,26220254266,1542367898,4370042376,78036471,4370043033
1132,6,7,19,28,34,41,5,26454469877,2404951807,4409078382,60398334,4409079296
1133,13,14,20,28,29,34,23,27366033383,2105079491,4561005617,62479529,4561007962
1134,3,7,9,13,19,24,23,24579651376,1755689384,4096608566,42233078,4096608796
1135,1,6,13,19,21,33,4,26583535125,2953726125,4430589254,48687794,4430591544
1136,21,33,35,38,42,44,1,27773617884,2314468157,4628936325,61719151,4628938340
